id,customer_name,amount,purchase_date
6173,Margaret Logan,69362.82,2024-04-07
6174,Kelly Espinoza,39947.73,2024-11-18
6175,Suzanne Sexton,31746.90,2024-09-30
6176,Robert Pitts,9227.11,2024-12-15
6177,Michelle Ramirez,84613.16,2025-05-24
6178,Jeffrey Mckenzie,82930.43,2025-05-05
6179,Joseph Murphy,86017.92,2023-10-02
6180,Lauren Short,41025.29,2024-02-09
6181,Miss Courtney Watson,9186.00,NULL
6182,Nicole Serrano,92615.10,2025-07-21
6183,Danielle Blevins,NULL,2024-03-25
6184,William Mcbride,NULL,2024-03-27
6185,James Howard,43605.78,2024-03-24
6186,Mrs. Rachel Phillips,29255.24,2023-10-28
6187,Brian Edwards,68270.68,NULL
6188,Gregory Trujillo,85070.96,2025-03-28
6189,Amanda Ramirez,77414.69,2025-07-04
6190,Belinda Wheeler,84983.64,2024-10-04
6191,Deborah Castro,2522.47,2025-05-03
6192,Michael Trujillo,44537.63,2023-09-01
6193,Jeffrey Pineda,37054.91,2023-11-05
6194,Karen Henry,65684.24,NULL
6195,John Conway,45550.62,2025-07-18
6196,Marcus Massey,90350.52,2024-03-14
6197,Taylor Dean,71366.93,2025-04-16
6198,Angela Dalton,63338.92,2025-02-06
6199,Jose Johnson,49186.84,2024-10-11
6200,Steven Gutierrez,83941.97,2024-07-23
6201,Valerie Parrish,69608.62,2023-09-12
6202,Erin Moore,27097.66,2024-02-16
6203,Dustin Martinez,87498.14,2024-10-13
6204,Courtney Martin,NULL,2025-02-02
6205,Jesus Morris,72548.33,2024-02-09
6206,Jacob Henderson,97712.91,2023-09-29
6207,Patrick Greer,39978.86,2025-02-10
6208,Jon Gregory,92153.72,2024-12-13
6209,Victoria Alvarez,4840.16,2025-07-28
6210,Darrell Perez,5180.78,NULL
6211,Amy Hunt,55252.89,2024-10-22
6212,Mark Wilson,51371.20,NULL
6213,Stephanie Gibbs,44475.28,2024-07-08
6214,Dr. Sabrina Nguyen,31936.12,NULL
6215,Michael Hayes,91357.64,2024-01-21
6216,NULL,132.82,2025-01-07
6217,Carla Silva,43533.19,2025-06-21
6218,Yolanda Shaw,95939.35,2024-09-19
6219,Cassidy Smith,71996.17,2024-01-13
6220,Kelly Smith,NULL,2023-11-05
6221,Amy Reynolds,8702.44,2025-03-05
6222,Matthew Wiley,7857.16,2024-09-30
6223,Ruth Sexton,15090.27,2024-06-04
6224,Mason Cox,20103.20,NULL
6225,Christopher Hunt,20896.50,2024-07-24
6226,Timothy Brown,85138.99,NULL
6227,Tyler Rodriguez,NULL,2025-04-02
6228,Stephen Simon,47953.61,2025-05-16
6229,Frank Ramirez,3176.92,2024-08-31
6230,Tammy Owens,11410.57,2024-09-20
6231,Lisa Hanson,NULL,2024-02-13
6232,Jeffrey Rios,32674.63,2024-05-06
6233,Kyle Peterson,96019.40,2025-03-23
6234,Margaret Mccullough,NULL,2025-07-15
6235,Scott Sims,92141.47,2025-05-20
6236,Jacqueline Cameron,55696.41,2025-03-29
6237,Erik Johnson,51350.21,2025-03-02
6238,Samuel Morales MD,57686.98,2024-07-11
6239,Dr. Jasmin Olsen,27075.47,2024-10-04
6240,Jason Christensen,52073.28,NULL
6241,Heather Wagner,65510.56,2024-09-14
6242,Cristian Miller,36025.67,2023-11-07
6243,Latoya Floyd,97073.48,2023-12-29
6244,Brian Barber,66478.84,NULL
6245,Lori Brown,42532.37,2025-01-10
6246,Jose Villegas,24267.27,2024-03-22
6247,Henry Little,45293.23,2023-10-27
6248,Karen Mcguire,17846.30,2025-04-28
6249,Jared Stewart,24929.59,2023-08-22
6250,Kristi Peterson,16614.85,2024-01-01
6251,Victor Smith,82792.64,2025-07-08
6252,Michele Robbins,32327.20,2025-04-07
6253,NULL,10979.47,2025-03-01
6254,Erin Vance,-211.42,2024-07-13
6255,NULL,53303.48,2023-10-16
6256,Michelle Hubbard,80483.14,2023-11-30
6257,Erin Williams,68626.97,2024-11-06
6258,Christine Garrison,49959.82,NULL
6259,Jessica Wilkerson,20536.74,2024-04-11
6260,Kevin Cooper,93701.13,2024-08-20
6261,John Dean,34503.68,2024-05-26
6262,Kimberly Mason,85402.45,2024-05-27
6263,Jason Morgan,3709.93,2023-12-14
6264,Theresa Bell,67011.92,2023-12-06
6265,Christopher Bailey,48478.20,2025-06-30
6266,Christine Harris,50058.86,2023-09-21
6267,Michelle Alvarez,69230.29,2024-07-16
6268,Julie Perez,43741.82,2023-09-28
6269,Jeremy Smith,99134.74,2025-03-15
6270,Noah Sanders,35939.09,2024-09-25
6271,Laura Rodriguez,7407.99,2024-04-25
6272,Annette Graham,59993.49,NULL
6273,Sara Gonzales,44399.73,2023-12-05
6274,Amanda Silva,62765.98,2023-09-21
6275,Nancy Nielsen,7159.43,2025-02-20
6276,Amanda Dixon,18183.02,2024-10-08
6277,Jeremy Ferguson,5039.53,2024-02-19
6278,Barbara Williams,47068.60,2024-08-13
6279,Susan Brown,NULL,2024-09-27
6280,Jamie Stokes,58389.67,2024-06-21
6281,Adam Hill,17192.45,2023-08-19
6282,Michael Fischer,36382.31,2024-02-06
6283,Dr. Kevin Hamilton,22261.18,2024-06-15
6284,Wanda Berry,59139.05,2023-10-12
6285,Deborah Johnson,65832.96,2023-11-03
6286,Nathaniel Williams,79985.41,2024-08-06
6287,Manuel Jones,15793.25,2025-04-06
6288,Hannah Myers,5437.18,2023-11-23
6289,David Brown,17863.40,2025-03-10
6290,Paula Hays,15827.00,2024-12-01
6291,NULL,186.57,2024-10-07
6292,Brandi Moore,94343.49,2023-10-05
6293,Brenda Schultz DDS,71751.45,2023-08-10
6294,Joan Hernandez,44311.00,2025-02-17
6295,Carrie Boyer,NULL,2024-12-10
6296,Kristin Garza,46539.72,2025-07-20
6297,Andre Hall,73595.14,2024-11-09
6298,Veronica Mitchell,88982.30,2024-06-18
6299,Craig Ruiz,9259.12,2023-12-23
6300,NULL,24937.59,2023-12-22
6301,William Montgomery,18805.52,2023-10-22
6302,Bridget Tate,6530.73,2023-12-04
6303,Edward Barker,30417.02,NULL
6304,Danielle Smith,56185.04,2025-03-22
6305,Ashley Chapman,NULL,2024-11-14
6306,Jon Gallagher,87033.37,2025-05-25
6307,Luke Hernandez,99913.56,2025-05-14
6308,Daniel Parker,84028.84,2024-06-11
6309,Scott Montes,40.65,NULL
6310,Kyle English,80001.06,2024-07-13
6311,NULL,52434.27,2024-09-03
6312,Crystal Long,19196.50,2023-09-07
6313,Amy Barnes,96844.91,2024-05-28
6314,Darren Smith,77249.60,2024-07-07
6315,Daniel Dunlap,63045.53,2024-02-10
6316,Maria Wilkins,77470.23,2024-05-31
6317,Amy Neal,1969.47,2024-08-09
6318,Steven Reilly,13935.91,2024-07-01
6319,NULL,NULL,2024-02-16
6320,Mr. Gregory Ruiz,8713.30,2024-12-29
6321,David Blake,15469.55,2024-02-15
6322,Miranda Rasmussen,44458.62,2023-08-14
6323,Michelle Li,46728.52,2024-05-23
6324,NULL,91399.97,2024-04-21
6325,Ashley Finley,71469.66,2024-10-18
6326,Mary Mclaughlin,17074.04,2024-06-05
6327,Tiffany Dixon,NULL,2024-06-20
6328,Eric Valencia,2723.73,2024-06-21
6329,Terry Chavez,NULL,2024-09-27
6330,Ms. Caroline Martin,86109.45,2024-04-16
6331,Jessica Morales,54249.83,2024-02-23
6332,Ronald Brown,20474.80,2024-08-01
6333,Chelsea Alvarado,39087.32,2025-04-28
6334,Jesus Davis,35216.03,2025-02-16
6335,Kayla Stokes,85201.06,2025-03-09
6336,Joshua Ball,29113.88,2025-06-18
6337,Kathryn Navarro,NULL,2023-10-09
6338,Ryan Sexton,93909.36,2024-12-29
6339,Crystal Wells,NULL,2024-03-06
6340,Debbie Myers,46995.84,2024-06-07
6341,Jeffrey Mcclain,76861.20,2024-11-12
6342,Nicholas Garcia,33610.36,2024-08-02
6343,Jesse Norton,49301.70,2024-06-09
6344,Tracy Perry,NULL,2023-11-23
6345,Jeffery Nelson,26275.79,2024-05-11
6346,Mark Brown,71921.22,2024-06-08
6347,John Peterson,79316.68,2024-09-11
6348,Nicole Sharp,80812.73,2023-09-08
6349,Stephanie Downs,33438.74,2024-12-18
6350,Tim Spence,9784.43,2025-02-28
6351,NULL,31841.40,2024-12-12
6352,Chelsea Martin,51969.26,2024-09-25
6353,Heather Hester,41026.13,2024-06-19
6354,Laura Jimenez,77862.99,2025-03-07
6355,Lindsey Maldonado,48704.29,2024-11-05
6356,Stephanie Foley,85257.07,2024-06-14
6357,Deborah Long,NULL,2023-10-21
6358,Anna Dawson,67869.57,2024-11-22
6359,Tonya Garcia,13658.14,2024-07-02
6360,Timothy Rodriguez,11576.11,2023-11-22
6361,Jerry Robinson,NULL,2024-04-18
6362,Donald Kelly,51837.40,2025-08-01
6363,Lisa Hunt,44903.03,NULL
6364,Keith Richardson,27392.21,2024-10-16
6365,Eric Rodriguez,98099.73,NULL
6366,Brian Gonzalez,76772.92,NULL
6367,NULL,89762.85,2024-12-24
6368,Andrew Mendez,95108.03,2024-02-14
6369,NULL,29435.71,NULL
6370,Ashley Mcdowell,2140.07,2025-06-20
6371,Randy Banks,94539.77,2024-05-13
6372,Samuel Carter,21580.63,2023-10-01
6373,Deanna Paul,97189.42,2023-10-21
6374,Allison Smith,95464.11,2023-11-28
6375,Kelly Scott,NULL,2024-03-23
6376,Juan Cannon,NULL,2024-06-27
6377,Gregory Crane,41957.61,2023-09-17
6378,Melissa Bell,64996.75,2023-10-13
6379,Susan Wang,22066.41,2025-07-09
6380,Thomas Washington,85997.01,2024-03-18
6381,Yvette Johnson,45990.43,2023-11-17
6382,Dawn Olson,18661.16,NULL
6383,Ashley Ray,63910.22,2023-12-20
6384,Michelle Payne,NULL,NULL
6385,Candice Rodriguez,76940.85,NULL
6386,Nicholas Cruz,28436.39,2025-04-26
6387,James Gray,43812.92,2025-02-11
6388,Ann Kane,86463.94,2024-04-29
6389,Christopher Garrett,45121.40,2024-07-10
6390,Lauren Colon,46483.77,NULL
6391,Eric Davidson,32883.62,NULL
6392,Matthew Harris,5056.19,2025-07-31
6393,Karen Reid,57780.83,2024-06-28
6394,Timothy Allison,8268.38,2024-03-08
6395,Angela Smith,NULL,2024-10-28
6396,William Haynes,53985.20,2023-10-21
6397,Kenneth Sanders,NULL,2024-06-22
6398,Andrew Lewis,73760.09,2024-03-23
6399,Joyce Norris,43246.37,2024-06-24
6400,Carol Davies,11428.23,2025-03-11
6401,Sarah Hall,96676.64,2025-03-20
6402,NULL,31486.48,NULL
6403,Larry Oconnor,18120.49,2024-10-03
6404,Stephanie Jimenez,51750.21,2024-10-16
6405,Susan Lewis,59468.93,2025-04-04
6406,Mrs. Joyce Landry,42796.94,2023-11-16
6407,Timothy Cortez,8086.54,2024-03-28
6408,Kenneth Walters,80188.71,2024-03-04
6409,Thomas Williamson,73699.84,2025-04-10
6410,Jocelyn Rodriguez DVM,45519.76,2023-10-24
6411,Kelly Bray,72985.58,2025-03-07
6412,Cassandra Spencer,70767.18,2025-01-03
6413,Lisa Kline,38686.98,2024-11-14
6414,Dennis Hawkins,49844.69,2024-07-23
6415,Timothy Ferrell,79809.09,2024-12-18
6416,Melissa Collins,146.73,2024-12-05
6417,Timothy Oconnor,43786.05,2024-06-03
6418,Suzanne Molina,57384.81,2025-06-28
6419,Jodi Knight,60961.86,NULL
6420,Sabrina Anderson,14803.42,2024-01-26
6421,Dana Wong,NULL,2023-11-06
6422,Adam Pruitt,36529.87,2024-03-28
6423,James Garcia,50426.61,2024-04-11
6424,Joshua Mcmillan,63855.46,2023-11-30
6425,Kenneth Gallegos,61387.31,2023-12-30
6426,James Woodard,31349.73,2024-04-29
6427,April Mcdonald,78439.46,2024-11-26
6428,Michelle Garcia,99209.44,2024-12-26
6429,Cheryl Lee,80916.07,2023-09-05
6430,Juan Graham,58531.18,2024-08-10
6431,Anthony Rice,9378.69,2024-10-31
6432,Kimberly Potts,86962.05,2025-01-18
6433,David Wood,23472.53,2024-03-29
6434,Colton Weeks,80668.93,2025-02-09
6435,Kathryn Erickson,46775.68,NULL
6436,David Morgan,87270.57,2024-04-13
6437,Scott Hill,99069.31,2023-08-21
6438,Amanda Martin,6963.31,2024-10-26
6439,Caroline Pratt,80289.19,2024-12-14
6440,William Bell,51620.78,2023-10-15
6441,Chad Payne,25483.06,2025-05-04
6442,Jeffrey Mcconnell,3158.50,2024-10-08
6443,Justin Everett,NULL,2024-03-14
6444,Alexandra Miller,86003.10,2025-01-04
6445,Dawn Hudson,61313.18,2025-06-07
6446,Olivia Bautista,48136.72,2024-08-18
6447,NULL,11227.70,2023-11-20
6448,NULL,70939.85,2025-06-24
6449,NULL,55984.40,2024-12-22
6450,Mitchell Ramirez,59453.95,2025-05-10
6451,NULL,44645.11,2025-05-18
6452,William Williams,85010.78,2025-07-28
6453,Mia Arias,NULL,2024-10-12
6454,Bruce Phillips,25638.10,2025-06-13
6455,NULL,849.73,2024-10-01
6456,Darren Wells,94998.70,2025-04-05
6457,Jesse Richards,13847.02,2024-12-10
6458,Marie Medina,1967.67,NULL
6459,Lisa Harrison,87927.39,2025-04-23
6460,Alexander Duncan,10164.24,2025-04-13
6461,Elizabeth Munoz,12963.58,2024-07-07
6462,David Gutierrez,52061.16,2025-03-22
6463,NULL,68575.15,2024-10-11
6464,Frank Eaton,2658.26,2024-11-26
6465,NULL,16548.37,NULL
6466,Tina Figueroa,NULL,NULL
6467,Timothy Evans,52393.80,2024-08-18
6468,Gregory Waters,32461.41,2025-01-04
6469,Allison Fleming,26859.09,2023-09-12
6470,Brandon Chen,80239.91,2023-10-14
6471,Colleen Moss,11505.09,2025-03-12
6472,Randy Flores,45725.04,2024-07-28
6473,Heather Taylor,84677.13,NULL
6474,Stacy Mercer,90977.26,2024-04-25
6475,Kyle Campbell,21543.28,2024-05-24
6476,Michael Fuller,NULL,2024-06-06
6477,Stephen Chase,69692.17,2024-02-28
6478,Johnny Nguyen,63265.08,2024-12-29
6479,Alexander Reid,76983.03,2025-07-14
6480,Steven Hancock,NULL,NULL
6481,Richard Moreno,90296.02,2024-11-09
6482,Walter Jefferson,35019.77,2024-09-27
6483,Randall Flores,68492.89,2024-03-19
6484,Mark Lee,42804.47,2025-02-03
6485,Erik Hernandez,94437.20,2025-07-24
6486,Stephanie Green,56824.30,2023-10-10
6487,Angela Kim,13416.54,NULL
6488,Rita Smith,18219.26,2025-03-19
6489,Mark Coleman,42121.63,NULL
6490,Dr. James Johnson Jr.,4053.70,2023-12-26
6491,Linda Jenkins,79955.02,2024-06-28
6492,Dominic Rivera,97476.83,2025-05-17
6493,Mason Freeman,62644.78,2024-01-02
6494,Brian White,NULL,2024-02-19
6495,Matthew Mullen,6260.80,2024-02-01
6496,Alyssa Wade,64329.86,2024-02-04
6497,Holly King,96006.21,2024-04-05
6498,Miss Bethany Fields,59212.68,2024-10-21
6499,Jennifer Lopez,91588.18,2024-05-21
6500,Gregory Flores,50562.49,NULL
6501,Briana Diaz,19138.29,NULL
6502,Pamela Hamilton,19640.61,2023-11-26
6503,Nathan Ward,42452.46,2024-04-14
6504,Tasha Rogers,NULL,2025-03-18
6505,Brenda Stevens,58331.52,2024-01-27
6506,Karen Oconnor,17846.30,2025-06-29
6507,Rodney Patton,55360.35,2024-03-12
6508,Kristen Vaughan,25257.60,2024-05-11
6509,Joseph Garcia,28340.25,2024-07-23
6510,Margaret Logan,19122.31,2024-12-02
6511,Laura Yoder,96018.67,2025-05-22
6512,NULL,60055.56,2024-07-11
6513,Nicole Hall,24682.62,2024-09-18
6514,Heather Short,20880.57,2023-08-26
6515,Luis Yu,17953.36,2025-05-07
6516,Brad Rivera,25059.51,2024-07-07
6517,Ashley Farrell,17821.07,2024-08-19
6518,Patricia Sullivan,52933.53,2023-12-27
6519,Erin Bernard,98701.03,2025-02-27
6520,Sarah Barry,85403.84,NULL
6521,James Holmes,61619.52,2025-01-27
6522,Sarah Dawson,-427.45,2024-05-28
6523,Raymond Ray,11089.85,2024-12-18
6524,Patrick Parks,98725.95,2024-08-30
6525,Helen Morse,43302.36,2023-09-25
6526,Ross Hudson,24347.40,2025-03-01
6527,Brandon Stark,NULL,NULL
6528,Joy Johnson,77231.19,NULL
6529,Tracy Sherman,NULL,2025-07-16
6530,Melanie Frost,26962.22,2025-06-19
6531,Jacob Thompson,31330.43,2024-10-19
6532,Charles George,NULL,2024-11-29
6533,Tom Murphy,97326.78,2024-07-14
6534,Mary Lee,41049.14,2024-08-22
6535,Michelle Villa,31529.55,2023-08-26
6536,Daniel Martinez,39417.30,2024-01-06
6537,Lindsey Williams,86540.31,2025-04-03
6538,Jacob Ellis,76396.74,2023-09-17
6539,NULL,52094.55,2023-11-29
6540,Sherry Hughes,23269.41,2023-09-11
6541,John Bennett,39824.89,2025-07-09
6542,Scott Harris,45462.65,2024-07-17
6543,Sarah Silva,97008.45,2025-01-13
6544,NULL,30316.38,2024-07-27
6545,Amy Meyer,64912.74,2025-01-20
6546,Angela Joseph,NULL,2024-09-29
6547,NULL,54472.29,NULL
6548,Jonathan Phillips,11112.90,2024-12-18
6549,Timothy Erickson,59194.81,2024-02-14
6550,Kevin Pope,36886.42,2024-04-30
6551,NULL,78920.61,2024-10-19
6552,Brandon Jones,41852.86,2024-04-15
6553,NULL,35279.24,2025-08-01
6554,Danielle Green,62336.40,2023-11-29
6555,Summer Gay,42297.04,2024-09-06
6556,John Ward,46161.06,2023-12-14
6557,Becky White,41211.10,NULL
6558,Matthew Davis,29462.50,2024-02-05
6559,Jessica Barr,52189.79,2024-05-29
6560,Whitney Jones,97356.61,2024-12-31
6561,Elizabeth Henson,65396.22,2023-10-31
6562,Stephanie Thompson,39628.46,2025-04-08
6563,Brandi Adams,39808.25,2025-04-16
6564,Robert Perez,19547.53,NULL
6565,Charles Francis,52544.89,2024-05-12
6566,David Duran,84928.15,NULL
6567,Ashley Walters,75069.17,2023-09-09
6568,Jacob Wilson,93738.83,2024-03-30
6569,Brooke Jenkins,NULL,2024-07-11
6570,Lisa Alexander,88829.89,2024-03-16
6571,Lauren Ross,18298.16,2025-07-02
6572,NULL,21819.76,2025-06-25
6573,James Jarvis,44302.27,2024-05-21
6574,Brittany Thomas,64798.47,2025-04-07
6575,Jacqueline King,67076.21,2024-02-26
6576,Steven Evans,71289.07,2023-11-21
6577,Ashley Ross,58735.71,2025-07-04
6578,Ryan Garcia,97923.01,2024-10-22
6579,Jimmy Warren,NULL,2024-06-30
6580,Sarah Lin,72596.59,2024-05-08
6581,Melissa Patel,50477.34,2025-06-15
6582,Dustin Simmons,68535.27,2023-10-11
6583,Kimberly Haynes,69273.29,NULL
6584,Edward Murray,43614.37,2024-04-25
6585,Samantha Bowers,82168.68,2024-01-02
6586,Donald Johnson,NULL,NULL
6587,Erin King,40852.65,2024-12-24
6588,NULL,53725.79,NULL
6589,Timothy Harris Jr.,42551.66,2024-03-23
6590,Michelle Hansen,70063.96,2024-08-28
6591,Steven Hampton,71506.91,2024-09-01
6592,William Frank,91571.85,2024-01-02
6593,Parker Rodriguez,65033.11,2023-09-18
6594,Dustin Daniels,90357.04,2023-12-15
6595,Barry Miller,28294.37,2024-08-21
6596,Lisa Combs,31580.60,2024-07-18
6597,Crystal Randolph,33370.93,2023-10-24
6598,Michael King,61398.37,2024-10-13
6599,Dean Richardson,91471.59,2025-04-22
6600,Julia Robinson,NULL,2024-11-16
6601,NULL,6252.45,2024-09-12
6602,Jake Howard,11230.19,2025-01-02
6603,NULL,66608.14,2025-02-04
6604,Samuel Myers,NULL,2024-06-15
6605,Heather Moore,3730.23,2024-03-26
6606,Christina Nolan,21443.24,2024-02-20
6607,Erica Patrick,NULL,NULL
6608,Daniel Hodge,88025.95,2025-07-03
6609,Ruth Norris,57330.52,2023-08-27
6610,Tracy Black,9053.27,2025-02-18
6611,Dr. Daniel Moore MD,85954.88,2024-05-05
6612,Angelica Pierce,93506.42,2024-08-30
6613,Sara Page,17598.15,2025-07-26
6614,Katie Barron,NULL,2023-09-25
6615,Jose Barry,73062.64,2024-04-05
6616,Kimberly Butler,16063.71,2024-07-04
6617,Bernard Morales,43953.58,2025-04-08
6618,Kathy Little,40.80,2024-04-25
6619,Melissa Harrison,74689.59,2024-04-06
6620,Kenneth Salinas,55890.93,2024-03-16
6621,NULL,29273.57,2025-04-10
6622,Nathaniel Lewis,24074.21,2025-04-13
6623,Travis Holmes,76949.08,2024-07-13
6624,Rebecca Crawford,76905.66,2024-04-05
6625,Erika Orozco,37506.76,2024-06-27
6626,Richard Gray,63719.33,NULL
6627,Aaron Sharp,51142.56,2024-11-01
6628,Jason Page,46504.25,2025-04-29
6629,Michael Adams,84598.86,2024-09-19
6630,Susan Ruiz,54546.33,2024-10-31
6631,Sarah Collins,90932.52,2023-11-23
6632,Matthew Lopez,72450.66,2025-06-04
6633,Melanie Hernandez,15524.57,2025-02-16
6634,Karen Conrad,11370.84,2023-08-11
6635,NULL,35582.56,2024-06-04
6636,Morgan Richardson,69583.12,NULL
6637,Joshua Bailey,97932.41,2025-03-02
6638,Matthew Wright,NULL,2023-09-29
6639,Ashley Morales,59233.47,2024-12-02
6640,Pamela Jackson,81497.23,2025-07-05
6641,James Cox,38048.69,2025-07-28
6642,NULL,69276.34,2025-01-12
6643,Pam Parker,83979.60,2024-07-16
6644,Cathy Estes,37847.75,2024-09-03
6645,Tracy Young,47559.96,2025-04-23
6646,Adrian Kerr,48486.52,2024-03-12
6647,Mrs. Ashley Gibson,6326.85,2024-07-27
6648,Anita Nelson,54407.77,2025-04-24
6649,NULL,NULL,2025-05-05
6650,Jamie Stein,60881.59,2025-03-22
6651,Christine Jackson,30156.67,2023-08-08
6652,Elizabeth Robertson,93573.19,2023-09-15
6653,Jacob Hughes,98628.72,2023-11-05
6654,Jonathan Allen,NULL,2024-09-04
6655,Stephanie Sampson,75357.61,2024-11-05
6656,Christina Miller MD,65955.28,NULL
6657,Robert Silva,84884.36,2025-01-22
6658,Sarah Diaz,19528.95,2024-11-12
6659,Jennifer Pierce,30043.07,2024-02-13
6660,Brian Richardson,95970.09,2024-05-08
6661,NULL,57690.19,2025-05-11
6662,David Fuller,93626.92,2024-02-01
6663,Andrew Friedman,37545.26,2025-03-19
6664,James Adams,15203.13,2025-06-28
6665,Mary Hernandez,34620.37,2025-01-11
6666,John Brooks,18543.38,2023-12-31
6667,Dr. Julie Newman,43718.80,2024-12-08
6668,Charles Miller,56532.01,2025-03-07
6669,Eric Gordon,61842.70,2024-01-23
6670,Charles Vargas,72856.64,2024-09-06
6671,Aaron Brooks,38578.93,2024-05-24
6672,Jeffrey Fields,60259.69,2023-09-12
6673,Doris Garcia,65236.75,2024-02-05
6674,Kathryn Swanson,80440.98,2025-01-09
6675,Kaitlyn Dodson,73409.88,2025-06-26
6676,Joseph Hunter,96825.54,2024-09-22
6677,Jared Bolton,93823.86,NULL
6678,NULL,4316.77,2025-07-30
6679,William Daniels,63875.94,2025-07-03
6680,Jeffrey Cruz,97693.62,2024-10-12
6681,Patrick Caldwell,51548.26,2024-01-07
6682,Belinda Moreno,NULL,2025-02-04
6683,Benjamin Cole,NULL,2024-04-29
6684,Alexander Rivas,66864.59,NULL
6685,Charles Vasquez,57685.87,2023-09-11
6686,Annette Lewis,86223.11,2025-03-28
6687,Tamara Faulkner,96302.91,2024-09-19
6688,NULL,54161.17,2025-01-21
6689,Nathan Alvarez,20446.53,2024-12-29
6690,Benjamin Aguilar,18235.85,2025-06-05
6691,Nicole Martinez PhD,14288.58,2024-02-26
6692,Tammy Lyons,74442.38,2024-09-08
6693,Katie Coleman,67391.60,2024-05-15
6694,Lacey Williams,17205.65,2024-12-22
6695,Victoria Lucas,24397.40,2023-09-30
6696,Amanda Clarke,30540.53,2024-05-12
6697,Nicholas Harris,54567.78,2024-06-04
6698,Alec Pope,47007.01,2025-05-19
6699,Sheila Waters,82843.35,2024-06-27
6700,Lindsey Nicholson,33982.96,2023-12-29
6701,Nicholas Stephens,88934.64,2024-01-07
6702,Aaron Hancock,40290.81,2025-04-20
6703,Joy Carter,40976.70,2023-11-25
6704,Tanya Sutton,46266.35,2025-01-08
6705,Zachary Wagner,78428.49,2023-11-01
6706,Robert Hartman,25944.28,2024-02-28
6707,Brooke Mckenzie,16956.47,2025-07-15
6708,NULL,49817.27,2025-03-15
6709,Debra Escobar,36214.48,2025-01-20
6710,Chloe Roberson,44051.54,NULL
6711,Judy Jenkins,5472.10,2025-03-04
6712,Mr. Steven Brown,96428.38,NULL
6713,Fernando Powell,68159.77,NULL
6714,Abigail Rose,29807.77,2025-07-14
6715,Maria Mcfarland,47763.04,2023-08-24
6716,Jessica Smith,60506.51,2024-09-14
6717,Todd Sparks,39688.93,2024-05-27
6718,Edwin Phillips,34627.91,2024-11-16
6719,Anthony Mercer,67045.18,NULL
6720,Michael Miller,45381.12,2024-11-02
6721,Laura Sampson,382.92,NULL
6722,Jose Rodriguez,30468.91,2023-12-01
6723,James Hall,10691.31,2024-08-06
6724,Thomas Wilson,28653.93,NULL
6725,NULL,37832.37,2025-07-27
6726,Andrea Silva,67539.49,2024-05-15
6727,Deborah Pacheco,51078.62,2024-05-20
6728,Nathan Chavez,26861.82,2024-09-15
6729,NULL,16352.84,2024-01-17
6730,Tiffany Wilson,3634.35,2024-07-31
6731,Mr. Michael Johnson,4491.75,2024-09-01
6732,Diana Castillo,75629.63,2024-07-01
6733,Sara Holt,68887.27,2025-04-18
6734,Tyler Clay,27365.83,2025-04-30
6735,Dorothy Torres,21199.34,NULL
6736,Daniel Jones,42090.57,2024-03-28
6737,Justin Peters,94009.74,2024-07-01
6738,Dennis Bowers,65189.14,NULL
6739,Matthew Morris,43080.31,2025-07-30
6740,NULL,33553.28,2023-10-26
6741,Olivia Young,NULL,2023-12-16
6742,William Fisher,67849.17,2025-06-28
6743,Barbara Casey,63167.79,2024-06-26
6744,Michael Leonard,72439.81,2025-02-08
6745,Misty Bautista,99527.46,2024-07-18
6746,Marissa Sandoval,99579.87,2024-08-22
6747,NULL,95373.05,2024-10-11
6748,Crystal Allen,87344.43,NULL
6749,Micheal Lane,29269.22,2024-12-08
6750,Robert Mendez,70036.79,2023-12-15
6751,Jeffrey Thomas,NULL,2023-10-26
6752,Desiree Thomas,NULL,2023-09-12
6753,Tina Williams,65903.42,2025-05-13
6754,Adriana Russo,21875.71,2024-01-07
6755,Ronnie Cook,50861.42,2024-05-24
6756,Nicholas Jones,66871.50,2024-01-19
